question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin
What room is the vase located in?,location,"{80: 'living room', 79: 'living room'}",True,"[80, 79]",[],f761522f-d321-40c9-a5ef-b016cc80a6e0,template
What room is the headphones located in?,location,{38: 'living room'},False,[38],[],58da8b91-2d50-4e7f-81f4-69a6c3509fcc,template
What room is the teapot located in?,location,{75: 'living room'},False,[75],[],598f28fa-fccd-4708-b26a-c0161f0541ad,template
What room is the apple located in?,location,"{1: 'living room', 0: 'living room'}",True,"[1, 0]",[],9f120bed-8ecc-428c-bca4-297a80ef01c8,template
What room is the robot located in?,location,"{58: 'living room', 56: 'living room', 57: 'living room'}",True,"[58, 56, 57]",[],39a5bce9-2a6d-4813-9d38-972486c70ba8,template
What room is the wine glass located in?,location,{89: 'living room'},False,[89],[],09769647-4531-45f9-973f-978da65f9029,template
What room is the sofa located in?,location,{18: 'living room'},False,[18],[],271bfdc8-8fd1-401a-8261-78480a009a56,template
What room is the trophy located in?,location,{78: 'living room'},False,[78],[],e03d678c-bf4e-4bee-8dba-2ad5588d7d63,template
What is on the book?,preposition,{10: [38]},False,[10],[],3bd93035-fecf-42b0-8ca0-3a3d943ba6eb,template
What is on the desk?,preposition,"{21: [86, 77, 61, 9, 20], 22: [1, 62, 87, 89]}",True,"[21, 22]",[],a376b4cc-7259-46b9-a61f-772f0adf7b0a,template
What is on the chair?,preposition,{15: [0]},False,[15],[],cf9a8ada-9bc7-4442-9836-a089f1dc5a01,template
What is on the door?,preposition,"{25: [34], 29: [31], 24: [32], 28: [33], 27: [35], 26: [36, 3]}",True,"[25, 29, 24, 28, 27, 26]",[],4a0ecc39-323f-4659-963a-a94a3ef069ee,template
What is on the bookshelf?,preposition,{17: [88]},False,[17],[],26b981ff-a3fd-4b71-b5d4-c18796cf87a2,template
What is on the table?,preposition,"{74: [38, 80, 10, 75, 19, 59]}",False,[74],[],868c7dd5-9fba-4763-82fa-9aab94653b92,template
What is on the sofa?,preposition,"{18: [2, 76]}",False,[18],[],1ec74731-cb12-41a3-b0b8-3174b084f14a,template
What is above the rubiks cube?,preposition,{60: [88]},False,[60],[],ddd59772-a51f-4d8a-81f6-ded7b04540eb,template
What is above the desk?,preposition,"{21: [82, 84], 22: [81]}",True,"[21, 22]",[],20264142-0850-4d52-b2d6-f327024cb0b3,template
What is above the ball?,preposition,{8: [5]},False,[8],[],6d5260e7-1869-43ce-a451-75ae8d19edf9,template
What is above the door?,preposition,"{28: [64], 23: [64]}",True,"[28, 23]",[],9b4e606f-2510-455d-be8c-dd7921b99cea,template
What is above the door handle?,preposition,{36: [3]},False,[36],[],0fe778b9-6761-4573-a329-70f6400455bb,template
What is above the t-shirt?,preposition,{73: [51]},False,[73],[],2750a97b-e810-4765-b088-c3bdb8ec7d0a,template
What is above the vase?,preposition,{79: [58]},False,[79],[],95fdf9c2-bea2-404e-8afd-29d87ed24d87,template
What is above the robot?,preposition,{57: [78]},False,[57],[],0f3bfccd-6076-49b0-8bf5-9a269fd8bc19,template
What is above the sofa?,preposition,{18: [52]},False,[18],[],a49063af-a122-4a8d-8298-ff647d4ae673,template
What is above the trophy?,preposition,{78: [60]},False,[78],[],37701f4d-2286-42f2-af08-1fa904dea15d,template
What is below the cup?,preposition,"{20: [21], 19: [74]}",True,"[20, 19]",[],baed5d54-d938-4225-9337-4d4cc73df2b1,template
What is below the rubiks cube?,preposition,"{61: [21], 59: [74], 62: [22], 60: [78]}",True,"[61, 59, 62, 60]",[],166310d7-9c92-4b18-9bb6-56f45d9fdb3a,template
What is below the wine bottle?,preposition,"{86: [21], 88: [17, 60], 87: [22]}",True,"[86, 88, 87]",[],57b040d8-24c6-4102-9983-083e2c66ca30,template
What is below the teddy bear?,preposition,"{77: [21], 76: [18]}",True,"[77, 76]",[],9f3f5c0f-c13b-4a64-9070-08def4c10f65,template
What is below the book?,preposition,"{9: [21], 10: [74]}",True,"[9, 10]",[],8d5a5dfd-a931-4643-be9a-9d1c18168bcc,template
What is below the window?,preposition,"{82: [21], 84: [21], 81: [22]}",True,"[82, 84, 81]",[],c71eede8-cb7e-4cd1-9e5d-6cb8d44dcd1d,template
What is below the bag?,preposition,"{5: [8], 2: [18], 3: [36]}",True,"[5, 2, 3]",[],8eedeca2-56a4-4e70-bf78-8834851e935a,template
What is below the sign?,preposition,"{64: [23, 28]}",False,[64],[],897ad821-34d0-4c08-958f-84ff59713b42,template
What is below the painting?,preposition,"{51: [73], 52: [18]}",True,"[51, 52]",[],ff919a73-1ee0-4013-8647-e5540cea5288,template
What is below the vase?,preposition,{80: [74]},False,[80],[],bdb38ca3-c1f4-4794-a08f-23e03915312b,template
What is below the headphones?,preposition,"{38: [10, 74]}",False,[38],[],507621e4-f4f6-49f9-a393-9d1100186199,template
What is below the teapot?,preposition,{75: [74]},False,[75],[],6fc902d3-81c5-4aea-84d5-fee1bf68c0e3,template
What is below the apple?,preposition,"{1: [22], 0: [13]}",True,"[1, 0]",[],5dd234b3-7842-4328-86d4-f7e3c7f9ed67,template
What is below the robot?,preposition,{58: [79]},False,[58],[],90804779-1baa-4a15-8964-27351c9db506,template
What is below the wine glass?,preposition,{89: [22]},False,[89],[],a173d887-4e7a-40f9-9943-ae6f30944314,template
What is below the trophy?,preposition,{78: [57]},False,[78],[],92bfe524-2382-42d3-883f-58dd4ca72d28,template
What is next to the cup?,preposition,"{20: [61, 9], 19: [59, 75, 80]}",True,"[20, 19]",[],552ebe6b-6b8f-4c06-a60d-d8ebf0d736dc,template
What is next to the rubiks cube?,preposition,"{61: [9, 20, 77], 59: [10, 80, 19], 62: [1]}",True,"[61, 59, 62]",[],c236ef9c-fbf4-499c-9bc0-2806b2e1b862,template
What is next to the wine bottle?,preposition,"{86: [77, 9], 87: [89]}",True,"[86, 87]",[],c066141e-5cf6-434f-99cd-4bfcc4b3ea93,template
What is next to the teddy bear?,preposition,"{77: [9, 61, 86]}",False,[77],[],81ba1d7a-c3bc-4378-adbb-55a12817848d,template
What is next to the book?,preposition,"{9: [20, 61, 77, 86], 10: [38, 80, 59]}",True,"[9, 10]",[],0aa0e05f-27da-49e6-88aa-516e2c94379b,template
What is next to the desk?,preposition,"{21: [16], 22: [13]}",True,"[21, 22]",[],c6d9807a-1500-4084-8fdf-1690f3efe795,template
What is next to the window?,preposition,"{82: [84], 84: [82], 81: [85], 85: [81]}",True,"[82, 84, 81, 85]",[],9dfa2b1f-839f-49c2-9d10-d21c2b76328b,template
What is next to the ball?,preposition,{7: [6]},False,[7],[],8d629ff6-e5e4-432b-8f02-1417ab56384b,template
What is next to the bag?,preposition,"{4: [11, 14], 2: [73], 3: [26], 6: [7, 17]}",True,"[4, 2, 3, 6]",[],b375ff84-fe33-4d87-9651-56fae3ec9ff7,template
What is next to the chair?,preposition,"{14: [4], 16: [21], 13: [22], 15: [26, 12], 12: [37, 15, 73]}",True,"[14, 16, 13, 15, 12]",[],57c99da8-adc3-404b-9bf3-4066048986cb,template
What is next to the door?,preposition,"{25: [68], 29: [69], 24: [65], 28: [23, 72], 23: [28, 33], 27: [53], 30: [54], 26: [63, 70, 15, 3]}",True,"[25, 29, 24, 28, 23, 27, 30, 26]",[],b06da0d0-169b-4916-ab96-91faee1c6821,template
What is next to the box?,preposition,{11: [4]},False,[11],[],3234cee1-f90a-4d05-b58f-3e005dba3621,template
What is next to the lamp?,preposition,{40: [64]},False,[40],[],ca8207aa-1df9-4c69-919a-380d18a8800a,template
What is next to the door handle?,preposition,{33: [23]},False,[33],[],fb968d1b-def8-48a7-84c4-40d2cb7e348a,template
What is next to the sign?,preposition,"{68: [25], 69: [29], 65: [24], 64: [40], 70: [26, 55], 72: [28]}",True,"[68, 69, 65, 64, 70, 72]",[],4d4de759-cd95-4931-a673-4e1b27f95b1d,template
What is next to the ottoman?,preposition,{37: [12]},False,[37],[],9b445a17-2321-4587-bfeb-f4c0bf760863,template
What is next to the t-shirt?,preposition,"{73: [18, 12, 2]}",False,[73],[],d6087f35-0017-4e4b-93c0-78afc5b55085,template
What is next to the notice board?,preposition,"{55: [70], 53: [27], 54: [30]}",True,"[55, 53, 54]",[],c24b8a54-adef-49c1-963b-202761c80576,template
What is next to the bookshelf?,preposition,"{17: [6, 63]}",False,[17],[],51c46834-472a-4fbd-a79f-b0e93ebc726c,template
What is next to the shoes?,preposition,"{63: [26, 17]}",False,[63],[],5c1b5053-6894-4da9-bdfe-20e349fd323c,template
What is next to the vase?,preposition,"{80: [75, 19, 10, 59], 79: [57]}",True,"[80, 79]",[],3bb69f62-164e-4635-a9f3-20f163cd0c52,template
What is next to the headphones?,preposition,{38: [10]},False,[38],[],a40b72d2-f0ed-435f-ab79-68f038de9557,template
What is next to the teapot?,preposition,"{75: [19, 80]}",False,[75],[],b980cea5-64bb-4942-a685-71ec63aa0137,template
What is next to the apple?,preposition,{1: [62]},False,[1],[],4b99c290-a14a-40b2-88dd-18a39ec4736f,template
What is next to the robot?,preposition,"{58: [78], 57: [79]}",True,"[58, 57]",[],4c93de65-0cdb-4721-853e-b4b69f84888f,template
What is next to the wine glass?,preposition,{89: [87]},False,[89],[],2a259a56-1c87-4058-b188-2ba925cb18c4,template
What is next to the sofa?,preposition,{18: [73]},False,[18],[],a1cc8370-8a94-4963-9f38-0e25432c1a54,template
What is next to the trophy?,preposition,{78: [58]},False,[78],[],6cf1997c-b626-41ec-a1bf-065182e1531e,template
Is there a gym and a patio in the house?,logical,no,False,[],"[0, 1]",3a89a955-98ba-441c-b8f6-2bcdbb2b8472,template
Is there a gym and a lobby in the house?,logical,no,False,[],"[0, 2]",1734cb99-7497-4f4e-ae98-57077bcdfb87,template
Is there a gym and an office in the house?,logical,no,False,[],"[0, 3]",55e26c81-d011-4aac-9f25-d137217f0f0f,template
Is there a gym and a garage in the house?,logical,no,False,[],"[0, 4]",bcb26b08-f1a8-4edc-97ce-fc9e6c81e1e0,template
Is there a gym and a kitchen in the house?,logical,no,False,[],"[0, 5]",4f8cdc14-8281-4db4-831e-a532c7d018a9,template
Is there a gym and a dining room in the house?,logical,no,False,[],"[0, 6]",a27157b7-1421-4019-9add-23a475ed7960,template
Is there a gym and a living room in the house?,logical,no,False,[],"[0, 7]",7aa43d9d-8276-4c1a-a82d-a858f64e4d76,template
Is there a gym and a bedroom in the house?,logical,no,False,[],"[0, 8]",30315f9d-7735-4d57-b722-ef24979e1c53,template
Is there a gym and a bathroom in the house?,logical,no,False,[],"[0, 9]",5f2f9898-5079-477e-9d91-1294dc42dac5,template
Is there a gym and an elevator in the house?,logical,no,False,[],"[0, 10]",bddb2488-12ef-4505-9fba-a658fec43887,template
Is there a gym and a balcony in the house?,logical,no,False,[],"[0, 11]",192892df-36c3-443f-a7b6-1d16649a15a9,template
Is there a gym and a hallway in the house?,logical,no,False,[],"[0, 12]",06c088e8-c26b-4f09-ae7f-300b090b4954,template
Is there a patio and a lobby in the house?,logical,no,False,[],"[1, 2]",6d80d7b1-5255-4e5a-bb9b-ba7de80f0e36,template
Is there a patio and an office in the house?,logical,no,False,[],"[1, 3]",8608a938-fd79-4136-aae4-bbb10c97ae05,template
Is there a patio and a garage in the house?,logical,no,False,[],"[1, 4]",b4efc3bd-1735-4b39-944f-55c9aeb16f90,template
Is there a patio and a kitchen in the house?,logical,no,False,[],"[1, 5]",d7d93c35-26df-4ad0-9eee-fed27e9a4df1,template
Is there a patio and a dining room in the house?,logical,no,False,[],"[1, 6]",6f568af9-821a-4d29-a82f-d683b9de1473,template
Is there a patio and a living room in the house?,logical,no,False,[],"[1, 7]",73946c90-83a4-4f6c-a291-ce040d21479c,template
Is there a patio and a bedroom in the house?,logical,no,False,[],"[1, 8]",93b6abc2-2a1d-40c0-92ac-fe832d54cbb4,template
Is there a patio and a bathroom in the house?,logical,no,False,[],"[1, 9]",1e83196b-c913-460f-bf53-487de6067adb,template
Is there a patio and an elevator in the house?,logical,no,False,[],"[1, 10]",280fbe18-cc1a-405b-a568-bd0e13fdad85,template
Is there a patio and a balcony in the house?,logical,no,False,[],"[1, 11]",d7ab8323-0c2f-45c5-9e91-4eddc199958c,template
Is there a patio and a hallway in the house?,logical,no,False,[],"[1, 12]",74c6a837-9d0d-4b8d-81ff-de03061c0e2f,template
Is there a lobby and an office in the house?,logical,no,False,[],"[2, 3]",c78aaeb9-5da3-44b7-bca1-8f62faca6c2c,template
Is there a lobby and a garage in the house?,logical,no,False,[],"[2, 4]",89e36c04-97c2-4138-af18-280b9a14c659,template
Is there a lobby and a kitchen in the house?,logical,no,False,[],"[2, 5]",4ee632ce-8544-4ac2-b68a-1628c27e48e5,template
Is there a lobby and a dining room in the house?,logical,no,False,[],"[2, 6]",0d317a49-5ae7-48f3-bf76-c65dc78df4eb,template
Is there a lobby and a living room in the house?,logical,no,False,[],"[2, 7]",3ca540fd-d3c9-4cea-bd77-494331b9c8f7,template
Is there a lobby and a bedroom in the house?,logical,no,False,[],"[2, 8]",dd7a6feb-9a04-4eb6-b69e-f42d73af7425,template
Is there a lobby and a bathroom in the house?,logical,no,False,[],"[2, 9]",d6fd4477-d404-48aa-8a8b-8745585739cf,template
Is there a lobby and an elevator in the house?,logical,no,False,[],"[2, 10]",70b27221-1337-4e6d-9257-25cf0888d082,template
Is there a lobby and a balcony in the house?,logical,no,False,[],"[2, 11]",b6bb91ac-bb8d-44f7-90af-0e61b8c3e726,template
Is there a lobby and a hallway in the house?,logical,no,False,[],"[2, 12]",82b66471-4b06-4ce1-bba8-95ec25771325,template
Is there an office and a garage in the house?,logical,no,False,[],"[3, 4]",f3790307-922e-47b8-80f9-536a2ab64b68,template
Is there an office and a kitchen in the house?,logical,no,False,[],"[3, 5]",8fcc9024-4cc5-46f1-a050-3497ad8d8946,template
Is there an office and a dining room in the house?,logical,no,False,[],"[3, 6]",c34462b0-e5cc-4e04-9306-3f0035e4095a,template
Is there an office and a living room in the house?,logical,yes,False,[],"[3, 7]",8529ec9d-db77-45aa-82c5-556f050e6a2d,template
Is there an office and a bedroom in the house?,logical,no,False,[],"[3, 8]",3bebef08-ff24-4bcc-9b74-9921efbb5aed,template
Is there an office and a bathroom in the house?,logical,no,False,[],"[3, 9]",523788b3-2b95-4381-981d-1d4bcc80ed8b,template
Is there an office and an elevator in the house?,logical,no,False,[],"[3, 10]",873f8378-9b81-4663-949d-71ab41823bc8,template
Is there an office and a balcony in the house?,logical,no,False,[],"[3, 11]",e96d8d6b-9a1d-4224-a721-1da27fa61a37,template
Is there an office and a hallway in the house?,logical,yes,False,[],"[3, 12]",bd06b48c-0200-486a-a336-c7a07abb70ac,template
Is there a garage and a kitchen in the house?,logical,no,False,[],"[4, 5]",9d7fc1c5-d30f-4b2e-9927-28e200faec0b,template
Is there a garage and a dining room in the house?,logical,no,False,[],"[4, 6]",63dab02a-0937-4dfc-aae1-f57d725b883e,template
Is there a garage and a living room in the house?,logical,no,False,[],"[4, 7]",5b7bf0bf-7101-4165-bbd3-8091d9105f58,template
Is there a garage and a bedroom in the house?,logical,no,False,[],"[4, 8]",506af1e9-001e-4c84-94cf-860083912d0e,template
Is there a garage and a bathroom in the house?,logical,no,False,[],"[4, 9]",0e2f3c4c-36eb-49e9-b9da-bbbd2ac95c18,template
Is there a garage and an elevator in the house?,logical,no,False,[],"[4, 10]",40564c33-3308-40c8-85d2-b3b3ec4f6434,template
Is there a garage and a balcony in the house?,logical,no,False,[],"[4, 11]",53934a8d-90c7-47bf-94d7-2e933f185e51,template
Is there a garage and a hallway in the house?,logical,no,False,[],"[4, 12]",504dd161-aac2-421a-b1d8-c496bb5c2200,template
Is there a kitchen and a dining room in the house?,logical,no,False,[],"[5, 6]",bb2fa53f-abdc-4b0f-84ed-5a9cb0a1e5c6,template
Is there a kitchen and a living room in the house?,logical,no,False,[],"[5, 7]",f99a57d1-4b9c-479d-b349-26a8785b6398,template
Is there a kitchen and a bedroom in the house?,logical,no,False,[],"[5, 8]",076baf93-2afe-4a00-bf9b-ce4f2ebc784d,template
Is there a kitchen and a bathroom in the house?,logical,no,False,[],"[5, 9]",14229700-0892-47fe-bcb0-9057a4d72761,template
Is there a kitchen and an elevator in the house?,logical,no,False,[],"[5, 10]",3d9416f9-982c-4e10-8b54-b9a0b6283800,template
Is there a kitchen and a balcony in the house?,logical,no,False,[],"[5, 11]",f356fcc1-62d5-4668-aa38-f5901d07553e,template
Is there a kitchen and a hallway in the house?,logical,no,False,[],"[5, 12]",cfacab9f-5097-42e4-bfff-ab11c26eea79,template
Is there a dining room and a living room in the house?,logical,no,False,[],"[6, 7]",ca0fc32d-fbfe-439c-82da-f2d209e655f0,template
Is there a dining room and a bedroom in the house?,logical,no,False,[],"[6, 8]",00d5d3b7-8dd3-4282-b77c-1d1a2a70a03f,template
Is there a dining room and a bathroom in the house?,logical,no,False,[],"[6, 9]",09bc4111-60f6-44ef-8bc0-6ae8a5c26294,template
Is there a dining room and an elevator in the house?,logical,no,False,[],"[6, 10]",602d2a5f-a703-40c1-97ae-5fcfd4a81cb2,template
Is there a dining room and a balcony in the house?,logical,no,False,[],"[6, 11]",82dd364a-b96d-4836-a480-f5918643d792,template
Is there a dining room and a hallway in the house?,logical,no,False,[],"[6, 12]",db495580-9f13-468c-be93-f9431dac5250,template
Is there a living room and a bedroom in the house?,logical,no,False,[],"[7, 8]",92ba6f6f-6f34-4823-927d-0b8c8857a62e,template
Is there a living room and a bathroom in the house?,logical,no,False,[],"[7, 9]",8dc3a8ac-f890-49e2-a271-55fbb5b137ed,template
Is there a living room and an elevator in the house?,logical,no,False,[],"[7, 10]",7300b099-2bbe-4795-8a6d-748a6ef0f35a,template
Is there a living room and a balcony in the house?,logical,no,False,[],"[7, 11]",e1f16fd0-dc1c-4297-be45-a886123b7754,template
Is there a living room and a hallway in the house?,logical,yes,False,[],"[7, 12]",4cbc8fba-97ac-4760-a23b-79d76151216a,template
Is there a bedroom and a bathroom in the house?,logical,no,False,[],"[8, 9]",a8f111bc-b1ff-4bbc-a1a4-30518759d9f8,template
Is there a bedroom and an elevator in the house?,logical,no,False,[],"[8, 10]",b5e20a5c-6020-47fa-b6f7-fb85a67e34b1,template
Is there a bedroom and a balcony in the house?,logical,no,False,[],"[8, 11]",724dfe18-c667-4ff7-8ade-db5c7385c04e,template
