question,question_type,answer,ambiguous,object_ids,room_ids,uid,origin,kwargs
Is there a dresser or a dressing table in the house?,disjunction_object,no,False,"[[], []]",[],bccb9f02-08c3-4701-aaff-765851c6e794,template,"{'colour1': '', 'colour2': '', 'entity1': 'a dresser', 'entity2': 'a dressing_table', 'location': 'house'}"
Is there a bathtub or a water dispenser in the house?,disjunction_object,no,False,"[[], []]",[],20792b31-fcfb-4188-bcf1-f3e54382c9d2,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bathtub', 'entity2': 'a water_dispenser', 'location': 'house'}"
Is there a computer or a utensil holder in the house?,disjunction_object,no,False,"[[], []]",[],edd45f76-6ac1-4357-97b3-0fd669ca7870,template,"{'colour1': '', 'colour2': '', 'entity1': 'a computer', 'entity2': 'a utensil_holder', 'location': 'house'}"
Is there a fruit bowl or a kettle in the house?,disjunction_object,no,False,"[[], []]",[],202e5dc3-0607-4208-92a8-eb95d77ed515,template,"{'colour1': '', 'colour2': '', 'entity1': 'a fruit_bowl', 'entity2': 'a kettle', 'location': 'house'}"
Is there a coffee machine or a dishwasher in the house?,disjunction_object,no,False,"[[], []]",[],a715aa2a-d165-4db5-b33f-f9902b0972ac,template,"{'colour1': '', 'colour2': '', 'entity1': 'a coffee_machine', 'entity2': 'a dishwasher', 'location': 'house'}"
Is there a bed or a tv stand in the house?,disjunction_object,no,False,"[[], []]",[],ce2e972d-b4c8-4b9c-a1ad-c0fd72c5bb17,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a tv_stand', 'location': 'house'}"
Is there a tv stand or a wardrobe cabinet in the house?,disjunction_object,no,False,"[[], []]",[],12d2c2ac-08b7-4d53-a436-ccdc1d022bad,template,"{'colour1': '', 'colour2': '', 'entity1': 'a tv_stand', 'entity2': 'a wardrobe_cabinet', 'location': 'house'}"
Is there a bed or a dresser in the house?,disjunction_object,no,False,"[[], []]",[],e5bbc685-a018-4d73-8d22-0f7beb9764c1,template,"{'colour1': '', 'colour2': '', 'entity1': 'a bed', 'entity2': 'a dresser', 'location': 'house'}"
Is there a microwave or a refrigerator in the house?,disjunction_object,no,False,"[[], []]",[],27ecae7a-930e-4e9c-9af2-9ef11782d8cd,template,"{'colour1': '', 'colour2': '', 'entity1': 'a microwave', 'entity2': 'a refrigerator', 'location': 'house'}"
Is there an apple in the house?,existence_object,yes,False,"[1, 0]",[],0e9e1459-0dc2-484f-a609-a080beaa8923,template,"{'colour': '', 'entity': 'an apple', 'location': 'house'}"
Is there a bag in the house?,existence_object,yes,False,"[5, 4, 2, 3, 6]",[],c726abd3-61bd-4ee3-be10-d4d8405bedf5,template,"{'colour': '', 'entity': 'a bag', 'location': 'house'}"
Is there a ball in the house?,existence_object,yes,False,"[8, 7]",[],92dd8e53-6153-4a55-9074-a91a50430b1c,template,"{'colour': '', 'entity': 'a ball', 'location': 'house'}"
Is there a book in the house?,existence_object,yes,False,"[9, 10]",[],104f4b6d-d4f6-4a32-9f23-b6d83ef24daa,template,"{'colour': '', 'entity': 'a book', 'location': 'house'}"
Is there a bookshelf in the house?,existence_object,yes,False,[17],[],bf8435a9-1fd6-443a-b11a-63188cbc0a16,template,"{'colour': '', 'entity': 'a bookshelf', 'location': 'house'}"
Is there a box in the house?,existence_object,yes,False,[11],[],c0db8f03-171d-445b-b9b1-ac50ee32a8f0,template,"{'colour': '', 'entity': 'a box', 'location': 'house'}"
Is there a chair in the house?,existence_object,yes,False,"[14, 16, 13, 15, 12]",[],ae51b0cb-b304-4c96-a0b1-7f4f4dc209a9,template,"{'colour': '', 'entity': 'a chair', 'location': 'house'}"
Is there a cup in the house?,existence_object,yes,False,"[20, 19]",[],aa9e5be4-c528-437d-83c5-d52c88aacfde,template,"{'colour': '', 'entity': 'a cup', 'location': 'house'}"
Is there a desk in the house?,existence_object,yes,False,"[21, 22]",[],583545f3-bb71-47e3-b522-e3cbfda55de9,template,"{'colour': '', 'entity': 'a desk', 'location': 'house'}"
Is there a door in the house?,existence_object,yes,False,"[25, 29, 24, 28, 23, 27, 30, 26]",[],cd346a2f-dda3-4eb0-8b08-aec5a47e6e15,template,"{'colour': '', 'entity': 'a door', 'location': 'house'}"
Is there a door handle in the house?,existence_object,yes,False,"[34, 31, 32, 33, 35, 36]",[],250fc2a2-a78a-4ed9-9ba2-c142c2578428,template,"{'colour': '', 'entity': 'a door_handle', 'location': 'house'}"
Is there a headphones in the house?,existence_object,yes,False,[38],[],8d0aebc0-9b8c-4a65-b419-109cd241fa22,template,"{'colour': '', 'entity': 'a headphones', 'location': 'house'}"
Is there a jacket in the house?,existence_object,yes,False,[39],[],3dc9bb93-f652-4ac1-9f04-1908a982c6be,template,"{'colour': '', 'entity': 'a jacket', 'location': 'house'}"
Is there a lamp in the house?,existence_object,yes,False,"[41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]",[],16dff2e9-c442-4cad-80e0-f79350ce3bd6,template,"{'colour': '', 'entity': 'a lamp', 'location': 'house'}"
Is there a notice board in the house?,existence_object,yes,False,"[55, 53, 54]",[],156d963c-cf70-47cf-91ab-f962242d448a,template,"{'colour': '', 'entity': 'a notice_board', 'location': 'house'}"
Is there an ottoman in the house?,existence_object,yes,False,[37],[],d17c17b2-dd0b-452e-b179-3180ffdeb90f,template,"{'colour': '', 'entity': 'an ottoman', 'location': 'house'}"
Is there a painting in the house?,existence_object,yes,False,"[51, 52]",[],0ed22b41-fd1b-49e0-a0d9-e2823d179e28,template,"{'colour': '', 'entity': 'a painting', 'location': 'house'}"
Is there a robot in the house?,existence_object,yes,False,"[58, 56, 57]",[],21e06d30-5ea6-4554-83b4-471e78ec2120,template,"{'colour': '', 'entity': 'a robot', 'location': 'house'}"
Is there a rubiks cube in the house?,existence_object,yes,False,"[61, 59, 62, 60]",[],e0ab0ad2-21e3-4e0d-8b45-4981001f93eb,template,"{'colour': '', 'entity': 'a rubiks_cube', 'location': 'house'}"
Is there a shoes in the house?,existence_object,yes,False,[63],[],6f5e6b40-64ce-4ebd-9b87-539e50367bea,template,"{'colour': '', 'entity': 'a shoes', 'location': 'house'}"
Is there a sign in the house?,existence_object,yes,False,"[68, 69, 65, 64, 70, 66, 67, 71, 72]",[],a03aadbe-2752-48d1-8926-49d76c1bfcf7,template,"{'colour': '', 'entity': 'a sign', 'location': 'house'}"
Is there a sofa in the house?,existence_object,yes,False,[18],[],84ddf77c-c77b-4e14-a173-1354a94ea4bf,template,"{'colour': '', 'entity': 'a sofa', 'location': 'house'}"
Is there a t-shirt in the house?,existence_object,yes,False,[73],[],8a677256-b9d0-4cda-a82c-dcdb8b5133b0,template,"{'colour': '', 'entity': 'a t-shirt', 'location': 'house'}"
Is there a table in the house?,existence_object,yes,False,[74],[],dd623ea0-6b0d-4173-9e25-b0e17f9e6b3c,template,"{'colour': '', 'entity': 'a table', 'location': 'house'}"
Is there a teapot in the house?,existence_object,yes,False,[75],[],29c6806e-4a78-4a0a-a942-c5b090c682fb,template,"{'colour': '', 'entity': 'a teapot', 'location': 'house'}"
Is there a teddy bear in the house?,existence_object,yes,False,"[77, 76]",[],138a2fc2-9d0c-41f5-90b8-f92878991a6f,template,"{'colour': '', 'entity': 'a teddy_bear', 'location': 'house'}"
Is there a trophy in the house?,existence_object,yes,False,[78],[],22d92c39-6735-4d2d-8852-dd1d71b9f7e1,template,"{'colour': '', 'entity': 'a trophy', 'location': 'house'}"
Is there a vase in the house?,existence_object,yes,False,"[80, 79]",[],1abdd3b6-4d9d-40c3-b264-6e28dc67a031,template,"{'colour': '', 'entity': 'a vase', 'location': 'house'}"
Is there a window in the house?,existence_object,yes,False,"[82, 84, 83, 81, 85]",[],c56b2e9e-87bd-4774-81d7-5034543b5681,template,"{'colour': '', 'entity': 'a window', 'location': 'house'}"
Is there a wine bottle in the house?,existence_object,yes,False,"[86, 88, 87]",[],f90aa974-a7e7-437b-9add-52fe9b1a082f,template,"{'colour': '', 'entity': 'a wine_bottle', 'location': 'house'}"
Is there a wine glass in the house?,existence_object,yes,False,[89],[],a9cd87a0-47a9-475a-bc6f-a1a0ac48ced8,template,"{'colour': '', 'entity': 'a wine_glass', 'location': 'house'}"
Is there a microwave in the house?,existence_object,no,False,[],[],da32f397-bac3-4ca6-a058-01a9ea365d97,template,"{'colour': '', 'entity': 'a microwave', 'location': 'house'}"
Is there an ironing board in the house?,existence_object,no,False,[],[],41d576c1-63f1-4646-98c8-59433c2453e8,template,"{'colour': '', 'entity': 'an ironing_board', 'location': 'house'}"
Is there a heater in the house?,existence_object,no,False,[],[],a4e01ea5-bbe2-45a0-8272-5338f8bf788f,template,"{'colour': '', 'entity': 'a heater', 'location': 'house'}"
Is there a rug in the house?,existence_object,no,False,[],[],f8be40f3-77fb-4ec5-b487-3dd4b609a5d9,template,"{'colour': '', 'entity': 'a rug', 'location': 'house'}"
Is there a computer in the house?,existence_object,no,False,[],[],63d8c4ce-57dc-49f3-a7b3-45e69f150876,template,"{'colour': '', 'entity': 'a computer', 'location': 'house'}"
Is there a food processor in the house?,existence_object,no,False,[],[],80d46008-416b-4d2c-a96f-89589dfcc340,template,"{'colour': '', 'entity': 'a food_processor', 'location': 'house'}"
Is there a wardrobe cabinet in the house?,existence_object,no,False,[],[],c8e1e4b3-99ba-425b-8b30-19b8fe12fe7e,template,"{'colour': '', 'entity': 'a wardrobe_cabinet', 'location': 'house'}"
Is there a rack in the house?,existence_object,no,False,[],[],d74b120d-b2f1-4f4c-a939-19bf5f374e20,template,"{'colour': '', 'entity': 'a rack', 'location': 'house'}"
Is there a water dispenser in the house?,existence_object,no,False,[],[],4789ba50-5f9e-4acd-a661-db1192b880dd,template,"{'colour': '', 'entity': 'a water_dispenser', 'location': 'house'}"
Is there a dishwasher in the house?,existence_object,no,False,[],[],2e5c834e-bb6a-4ce1-8be8-c6bf3e1b0e6e,template,"{'colour': '', 'entity': 'a dishwasher', 'location': 'house'}"
Is there a refrigerator in the house?,existence_object,no,False,[],[],5628291d-118b-4bbd-9a97-60376af85c3e,template,"{'colour': '', 'entity': 'a refrigerator', 'location': 'house'}"
Is there a dryer in the house?,existence_object,no,False,[],[],f23f1dc1-dae9-46a3-86a2-d4f45dde8155,template,"{'colour': '', 'entity': 'a dryer', 'location': 'house'}"
Is there a fruit bowl in the house?,existence_object,no,False,[],[],6e8e49a8-19ce-4da0-ac79-62656c356cff,template,"{'colour': '', 'entity': 'a fruit_bowl', 'location': 'house'}"
Is there a television in the house?,existence_object,no,False,[],[],e829cd45-dc87-41a5-81e5-43881c05861f,template,"{'colour': '', 'entity': 'a television', 'location': 'house'}"
Is there a tv stand in the house?,existence_object,no,False,[],[],c418d566-2554-4f49-b354-804f7d81783f,template,"{'colour': '', 'entity': 'a tv_stand', 'location': 'house'}"
Is there a dressing table in the house?,existence_object,no,False,[],[],ac10ec4d-cd0f-4b09-af5f-2ccddbf45692,template,"{'colour': '', 'entity': 'a dressing_table', 'location': 'house'}"
Is there a kettle in the house?,existence_object,no,False,[],[],2ecb5a58-f4d6-4f42-aa0b-03c723a4e903,template,"{'colour': '', 'entity': 'a kettle', 'location': 'house'}"
Is there a range oven in the house?,existence_object,no,False,[],[],d8e60d61-a2b1-4058-bcac-84221bab2c95,template,"{'colour': '', 'entity': 'a range_oven', 'location': 'house'}"
Is there a bathtub in the house?,existence_object,no,False,[],[],14cff815-2426-407d-ae5d-436b295f0b30,template,"{'colour': '', 'entity': 'a bathtub', 'location': 'house'}"
Is there a towel rack in the house?,existence_object,no,False,[],[],8a266a02-d5d0-4b1c-ad07-5f689f3f8bec,template,"{'colour': '', 'entity': 'a towel_rack', 'location': 'house'}"
Is there a cutting board in the house?,existence_object,no,False,[],[],1de2b336-9b69-4f86-82c4-cb3e5f4dff49,template,"{'colour': '', 'entity': 'a cutting_board', 'location': 'house'}"
Is there a fish tank in the house?,existence_object,no,False,[],[],a9dca70e-3c35-44c3-ae67-47fc36a1dc71,template,"{'colour': '', 'entity': 'a fish_tank', 'location': 'house'}"
Is there a bed in the house?,existence_object,no,False,[],[],93ff751e-97b7-41f0-8655-d1e41b3fda3c,template,"{'colour': '', 'entity': 'a bed', 'location': 'house'}"
Is there a sink in the house?,existence_object,no,False,[],[],5bc017be-6431-468e-aea8-65f39275e5ad,template,"{'colour': '', 'entity': 'a sink', 'location': 'house'}"
Is there a pan in the house?,existence_object,no,False,[],[],ca2f47c9-b0d9-4b91-ba63-0f854e97050a,template,"{'colour': '', 'entity': 'a pan', 'location': 'house'}"
Is there a chessboard in the house?,existence_object,no,False,[],[],90a869ac-662e-4b0d-a7e6-71371ec8006d,template,"{'colour': '', 'entity': 'a chessboard', 'location': 'house'}"
Is there a stereo set in the house?,existence_object,no,False,[],[],f802c2a5-188b-4b5a-8dae-dd54c1504ba5,template,"{'colour': '', 'entity': 'a stereo_set', 'location': 'house'}"
Is there a vacuum cleaner in the house?,existence_object,no,False,[],[],4f7aaa3b-8241-4fbf-a40d-65add2189a3d,template,"{'colour': '', 'entity': 'a vacuum_cleaner', 'location': 'house'}"
Is there a coffee machine in the house?,existence_object,no,False,[],[],e283b1e8-6a9d-4562-946d-277ba59f6f2b,template,"{'colour': '', 'entity': 'a coffee_machine', 'location': 'house'}"
Is there a utensil holder in the house?,existence_object,no,False,[],[],fc8b7fed-fe6f-4fb1-aada-fc0b08a37f23,template,"{'colour': '', 'entity': 'a utensil_holder', 'location': 'house'}"
Is there a plates in the house?,existence_object,no,False,[],[],0722f3c7-966f-4491-971f-f46446cbf37c,template,"{'colour': '', 'entity': 'a plates', 'location': 'house'}"
How many apples are there in the house?,count_object,2,False,"[1, 0]",[],52ff4ef1-a7e2-4236-ae27-f4ba010b4e1c,template,"{'colour': '', 'entity': 'apples', 'location': 'house'}"
How many bags are there in the house?,count_object,5,False,"[5, 4, 2, 3, 6]",[],9b77517d-9b24-45a3-bcb4-378f52ad06c2,template,"{'colour': '', 'entity': 'bags', 'location': 'house'}"
How many balls are there in the house?,count_object,2,False,"[8, 7]",[],333528eb-2d30-4f5a-a7d7-78a573a8b2e4,template,"{'colour': '', 'entity': 'balls', 'location': 'house'}"
How many books are there in the house?,count_object,2,False,"[9, 10]",[],dde60a1a-93c5-4c71-9228-db80c40a73de,template,"{'colour': '', 'entity': 'books', 'location': 'house'}"
How many bookshelves are there in the house?,count_object,1,False,[17],[],9d53248d-708a-4042-89df-84c4612da0e9,template,"{'colour': '', 'entity': 'bookshelves', 'location': 'house'}"
How many boxes are there in the house?,count_object,1,False,[11],[],f16e2a00-37ab-4268-9934-5948d31284de,template,"{'colour': '', 'entity': 'boxes', 'location': 'house'}"
How many chairs are there in the house?,count_object,5,False,"[14, 16, 13, 15, 12]",[],464ed547-71c5-4f53-9815-88f88d690e69,template,"{'colour': '', 'entity': 'chairs', 'location': 'house'}"
How many cups are there in the house?,count_object,2,False,"[20, 19]",[],5da58156-11dc-4c7f-8735-843220001485,template,"{'colour': '', 'entity': 'cups', 'location': 'house'}"
How many desks are there in the house?,count_object,2,False,"[21, 22]",[],664e624a-dabe-46a0-ae8f-e29014231c23,template,"{'colour': '', 'entity': 'desks', 'location': 'house'}"
How many doors are there in the house?,count_object,8,False,"[25, 29, 24, 28, 23, 27, 30, 26]",[],4d6f2d0b-9d35-408c-8899-72da76ae8d8b,template,"{'colour': '', 'entity': 'doors', 'location': 'house'}"
How many door handles are there in the house?,count_object,6,False,"[34, 31, 32, 33, 35, 36]",[],2120e6cc-9a91-4adb-8235-04b66e76356e,template,"{'colour': '', 'entity': 'door_handles', 'location': 'house'}"
How many headphone are there in the house?,count_object,1,False,[38],[],9bdc47c1-f0bf-4d29-988f-3ad9cfa8bcb7,template,"{'colour': '', 'entity': 'headphone', 'location': 'house'}"
How many jackets are there in the house?,count_object,1,False,[39],[],71dbd168-8020-4c0d-af4a-62ff80037038,template,"{'colour': '', 'entity': 'jackets', 'location': 'house'}"
How many lamps are there in the house?,count_object,11,False,"[41, 45, 46, 40, 50, 47, 48, 42, 43, 49, 44]",[],7163cc71-815e-4fff-9237-323ce50b65d8,template,"{'colour': '', 'entity': 'lamps', 'location': 'house'}"
How many notice boards are there in the house?,count_object,3,False,"[55, 53, 54]",[],5855808c-c1a7-4d23-8555-0868255f285e,template,"{'colour': '', 'entity': 'notice_boards', 'location': 'house'}"
How many ottomans are there in the house?,count_object,1,False,[37],[],df48fa06-b0ff-445a-8b33-d7c8cc47c755,template,"{'colour': '', 'entity': 'ottomans', 'location': 'house'}"
How many paintings are there in the house?,count_object,2,False,"[51, 52]",[],0f24cd46-181d-4e9b-9239-fd6f6bf3690c,template,"{'colour': '', 'entity': 'paintings', 'location': 'house'}"
How many robots are there in the house?,count_object,3,False,"[58, 56, 57]",[],3d772553-a11c-4111-b394-14abb95b7f81,template,"{'colour': '', 'entity': 'robots', 'location': 'house'}"
How many rubiks cubes are there in the house?,count_object,4,False,"[61, 59, 62, 60]",[],dbd7d235-f2f2-4626-9399-fcb3a4193770,template,"{'colour': '', 'entity': 'rubiks_cubes', 'location': 'house'}"
How many shoe are there in the house?,count_object,1,False,[63],[],d4c87c2a-7df9-4be2-a8c4-11217ecf510c,template,"{'colour': '', 'entity': 'shoe', 'location': 'house'}"
How many signs are there in the house?,count_object,9,False,"[68, 69, 65, 64, 70, 66, 67, 71, 72]",[],8c6e1a29-b9eb-47f9-a9b2-0aa7a27035b8,template,"{'colour': '', 'entity': 'signs', 'location': 'house'}"
How many sofas are there in the house?,count_object,1,False,[18],[],3062930a-b2f5-4e70-97de-9d3f4c9836a7,template,"{'colour': '', 'entity': 'sofas', 'location': 'house'}"
How many t-shirts are there in the house?,count_object,1,False,[73],[],f4152985-d611-494d-a21e-95652f3cfddc,template,"{'colour': '', 'entity': 't-shirts', 'location': 'house'}"
How many tables are there in the house?,count_object,1,False,[74],[],7cc68909-8db0-4a4e-bfbd-ba73858971b0,template,"{'colour': '', 'entity': 'tables', 'location': 'house'}"
How many teapots are there in the house?,count_object,1,False,[75],[],e263d9bb-2d37-4e6b-878e-7a3ca772b10f,template,"{'colour': '', 'entity': 'teapots', 'location': 'house'}"
How many teddy bears are there in the house?,count_object,2,False,"[77, 76]",[],60ccaad6-fef9-4532-bfbc-d804ef162c69,template,"{'colour': '', 'entity': 'teddy_bears', 'location': 'house'}"
How many trophies are there in the house?,count_object,1,False,[78],[],99a3d5f4-4ae4-43e4-a0b8-3c9c3961cfc1,template,"{'colour': '', 'entity': 'trophies', 'location': 'house'}"
